,Text ID,Title,Negative,Neutral,Positive,Geopolitical Entities
2247,1555,Bush v. Trump: Behind the Vegas rumble,0.0,1.0,0.0,Vegas
2248,4367,Scary Times For California Farmers As Snowpack Hits Record Lows,0.385,0.615,0.0,California
2250,107,Charleston exposes ugliest truth of our time: Our society places little value on black life,0.256,0.531,0.213,Charleston
2254,52,What Big Democratic Donors Will Get in Philadelphia,0.0,1.0,0.0,Philadelphia
2261,77,Bernie Sanders faces frustrated crowd at race forum in Minneapolis,0.274,0.726,0.0,Minneapolis
2272,552,America is criminalizing Black teachers: Atlanta’s cheating scandal and the racist underbelly of education reform,0.467,0.533,0.0,America; Atlanta
2276,665,"As Clinton moves to brink of nomination, Sanders eyes California upset",0.206,0.794,0.0,California
2277,2091,"Warming of oceans due to climate change is unstoppable, say US scientists",0.134,0.746,0.119,US
2278,4438,"Iran's leader rejects foreign access to military sites, scientists",0.286,0.714,0.0,Iran
2287,5009,Trump backs off false Iran video claim,0.167,0.833,0.0,Iran
2289,3297,Could Florida Dem primary cost party Rubio's seat?,0.0,0.722,0.278,Florida
2298,2374,Worth a shot: Former Pennsylvania police officer's vending machines sell ammo,0.0,0.84,0.16,Pennsylvania
2299,1252,Clinton’s Lead Has Evaporated in Nevada and Her Supporters Are Panicking,0.196,0.608,0.196,Nevada
2302,2479,U.S. Resets Obamacare Deadline For Some Businesses To 2016,0.0,1.0,0.0,US
2306,3358,Top House Republican demands Kerry explain $1.7 billion Iran payment,0.0,0.833,0.167,Iran
2311,3510,"Brussels stories: Grief for the lost, hope for the missing",0.464,0.361,0.175,Brussels
2313,2847,Antiquities destroyed at Palmyra by the Islamic State,0.314,0.686,0.0,Palmyra
2328,2125,Fact-checker calls out Obama for saying Keystone ‘bypasses’ US,0.0,1.0,0.0,US
2331,2957,What 250 more Special Forces in Syria can do,0.0,0.728,0.272,Syria
2334,4073,Fidel Castro makes rare public appearance in Cuba,0.0,1.0,0.0,Cuba
2337,2920,Arab Officials Warn U.S. of Giving ISIS a Propaganda Win,0.218,0.385,0.397,US
2338,3699,Don't let Charleston shooting divide us (Opinion),0.0,1.0,0.0,Charleston
2341,1536,Suspected terrorist attack on a free speech event in Copenhagen leaves one dead,0.553,0.316,0.13,Copenhagen
2342,84,U.S. District Judge orders homophobic Kentucky clerk to explain why she shouldn’t be fined or jailed for contempt,0.304,0.696,0.0,US; Kentucky
2343,1553,"If this is what a “Rubio surge” looks like, Republicans really are screwed",0.205,0.648,0.147,Rubio
2350,3583,Taliban claim responsibility for Kabul attack,0.383,0.617,0.0,Kabul
2351,2109,It’s official: California farmers volunteer to give up water,0.0,1.0,0.0,California
2363,3726,Charleston Mourns The Dead At Emanuel AME: 'I Knew Every Single One Of Them',0.391,0.609,0.0,Charleston
2365,4066,U.S. and Cuba find ‘profound differences’ in first round of talks,0.0,1.0,0.0,US; Cuba
2366,325,New York prison break: DNA found in cabin,0.32,0.68,0.0,New York
2373,5065,Hillary Clinton accepts nomination with 'boundless confidence in America's promise',0.0,0.47,0.53,America
2376,3915,"Cuba releases all 53 political prisoners to complete deal, U.S. official says",0.231,0.769,0.0,Cuba; US
2378,3356,Compromises being reached in Iran talks,0.0,0.781,0.219,Iran
2381,3992,Will Islamic State attacks bolster prospects for political solution in Syria? (+video),0.177,0.549,0.274,Syria
2382,1312,"New Hampshire primary results: Sanders, Trump stun U.S.",0.0,1.0,0.0,New Hampshire; US
2385,4039,"Obama addresses human rights, ethnic divisions on final day of Kenya visit",0.0,1.0,0.0,Kenya
2386,1886,Candidates struggle with Iraq political quagmire,0.315,0.685,0.0,Iraq
2392,35,Arizona first in nation to require patients be informed of abortion-reversal option,0.0,1.0,0.0,Arizona
2401,3542,Gunman storms Tunisia resort in deadly attack aimed at foreigners,0.256,0.744,0.0,Tunisia
2405,2515,"Fewer immigrants are entering the U.S. illegally, and that’s changed the border security debate",0.0,0.844,0.156,US
2407,4101,"WATCH: On The Missouri Campus, A Clash Of 2 First Amendment Protections",0.0,1.0,0.0,Missouri
2409,579,Louisiana’s Common Core Debacle,0.0,1.0,0.0,Louisiana
2410,442,"U.S. economy adds 215,000 jobs in March, jobless rate ticks up to 5 percent",0.0,1.0,0.0,US
2411,3711,Baltimore calls in federal agents to help homicide cops deal with spike in violence,0.218,0.638,0.144,Baltimore
2416,754,Wasserman Schultz on Sanders' response to Nevada chaos: 'Anything but acceptable',0.164,0.629,0.206,Nevada
2418,2275,The US knows LGBTQ immigrants are often raped in detention. It puts them there anyway.,0.353,0.647,0.0,US
2421,4141,America will die old and broke: The systematic right-wing plot to ransack the middle-class nest egg,0.324,0.676,0.0,America
2422,835,"Kasich tells Indiana voters to support him, despite pledge not to campaign",0.0,0.803,0.197,Indiana
2431,314,"In the United States, anxiety is up, but crime is down",0.381,0.5,0.119,the United States
2433,2511,Trump says building a U.S.-Mexico wall is ‘easy.’ But is it really?,0.0,1.0,0.0,USMexico
2434,4013,U.S.-backed Syrian rebels appeal for antiaircraft missiles,0.231,0.769,0.0,USbacked
2442,4973,Libertarian Gary Johnson Tries His Luck in Las Vegas,0.0,0.588,0.412,Las Vegas
2448,2801,Administration officials defend Iran nuclear deal,0.0,1.0,0.0,Iran
2450,3628,"In wake of Paris shooting, Spain worries about terror attacks on its home soil",0.453,0.547,0.0,Paris; Spain
2454,946,6 Takeaways: Democrats tangle at debate in New York,0.0,1.0,0.0,New York
2469,2602,Boehner: Israel trip planned before Netanyahu-Obama rift,0.0,1.0,0.0,Israel
2471,2870,California Airport Security Tightened Amid ISIS Fears,0.275,0.49,0.235,California
2472,1414,"Exclusive: New Jeb Bush Super PAC ad uses Paris, San Bernardino images",0.0,0.649,0.351,Paris; San Bernardino
2473,758,Can Hillary flip the script in Oregon and Kentucky?,0.0,1.0,0.0,Oregon; Kentucky
2478,3603,Police Arrest 12 Suspected Of Helping Paris Gunmen,0.374,0.435,0.191,Paris
2479,376,US election 2016: Bernie Sanders' and Hillary Clinton's policies compared,0.0,1.0,0.0,US
2480,3504,"Trump, Clinton trade blows on terror and guns in wake of Orlando attack",0.371,0.629,0.0,Orlando
2490,3655,Critics to the White House: Call Orlando What it Is,0.196,0.804,0.0,Orlando
2493,4084,"Copenhagen police shoot, kill man near train station",0.542,0.458,0.0,Copenhagen
2496,3756,Curfew begins in riot-torn Baltimore,0.0,1.0,0.0,Baltimore
2505,2906,US faces calls to ‘walk away’ from Iran talks,0.0,1.0,0.0,US; Iran
2509,2782,Obama again delays Afghanistan troop drawdown,0.0,1.0,0.0,Afghanistan
2510,1478,"Boulder bash: Trump may rip Carson, but the pressure is on Jeb",0.203,0.797,0.0,Boulder
2511,4531,Echoes of Charlie Hebdo in attack on Texas Muhammad cartoon event (+video),0.22,0.78,0.0,Texas
2517,2760,2016ers hail release of U.S. prisoners held by Iran as Republicans slam Obama policy,0.324,0.604,0.071,US; Iran
2519,1398,"The Perfect State Index: If Iowa, N.H. Are Too White To Go First, Then Who?",0.0,0.791,0.209,Iowa; NH
2520,1467,Super PACs Escalate Air War Ahead of Iowa Caucuses,0.264,0.473,0.264,Iowa
2523,3568,ISIS Extremist Who Beheaded Prisoners Is Identified As Man From London,0.248,0.752,0.0,London
2524,2885,Iran's Supreme Leader Slams Republican Letter On Nuke Deal,0.0,0.69,0.31,Iran
2526,237,"Clinton, back in the Benghazi hot seat, withstands Republicans’ grilling",0.0,1.0,0.0,Benghazi
2529,3735,Waco biker gang shootout kills 9 outside Twin Peaks,0.304,0.696,0.0,Waco
2530,1243,Turnout is name of the game in Iowa caucuses,0.0,1.0,0.0,Iowa
2542,2165,"Obama, muted on human rights, lifts arms embargo on Vietnam",0.0,1.0,0.0,Vietnam
2554,3292,Senate panel votes Tuesday on Iran bill that gives Congress say on nuclear deal,0.0,1.0,0.0,Iran
2555,3588,Taliban claims responsibility for fatal attack on Americans in Kabul,0.452,0.548,0.0,Kabul
2556,3515,"Bomb maker linked to Paris attack died in Brussels airport bombing, sources tell",0.497,0.503,0.0,Paris; Brussels
2559,2903,"As Iran talks intensify, Boehner and Netanyahu warn against deal",0.135,0.865,0.0,Iran
2560,2209,Iran nuclear agreement: Is a 'better deal' possible – and at what cost? (+video),0.0,0.663,0.337,Iran
2566,1873,"“He’s filling the government with Muslims”: Hanging out with Ted Cruz, Mike Huckabee and Rand Paul inside New Hampshire’s wacky GOP 2016 cattle call",0.0,1.0,0.0,New Hampshire’s
2568,565,The U.S. government’s predatory-lending program,0.0,1.0,0.0,US
2573,1365,Jonah Goldberg: Hillary's Iowa 'win' is a big loss for Democrats,0.152,0.596,0.252,Iowa
2576,2767,"Iraqis think the U.S. is in cahoots with the Islamic State, and it is hurting the war",0.306,0.694,0.0,US
2583,774,"Martha MacCallum: It's Donald Trump's moment. And this is how we got here, America",0.0,1.0,0.0,America
2589,4253,Mexico’s top diplomat calls Trump’s policies ‘ignorant and racist’,0.0,0.816,0.184,Mexico
2590,2865,Iran Nuclear Talks Go To The Wire With 50-50 Chance of Success,0.0,0.637,0.363,Iran
2593,5194,This Man Is the Most Dangerous Political Operative in America,0.274,0.726,0.0,America
2594,2254,EXCLUSIVE: Kentucky Clerk: 'This is a fight worth fighting',0.358,0.351,0.29,Kentucky
2600,669,Bernie's California endgame,0.0,1.0,0.0,California
2601,3621,"'Charlie' draws historic crowd, world leaders to Paris",0.0,1.0,0.0,Paris
2604,1249,Chicago court to hear 'natural-born' case to knock Ted Cruz off ballot,0.0,1.0,0.0,Chicago
2615,2584,"Netanyahu blasts ‘very, very bad’ Iran nuclear agreement",0.0,0.686,0.314,Iran
2619,3362,Republicans blast Kerry for suggesting Iran could skirt new visa rules,0.0,1.0,0.0,Iran
2621,3014,What's the Answer to Political Polarization in the U.S.?,0.0,1.0,0.0,US
2623,4513,France launches fierce assault on ISIS targets in Syria,0.322,0.678,0.0,France; Syria
2627,1941,"As Hillary Clinton heads to Iowa, 5 questions she'll face",0.0,1.0,0.0,Iowa
2633,391,Philadelphia To Host 2016 Democratic National Convention,0.0,1.0,0.0,Philadelphia
2639,1142,Sparks Fly Between Clinton And Sanders At Flint Debate,0.0,1.0,0.0,Flint
2643,4063,"Yemen's president, cabinet resign amid rebel standoff",0.444,0.556,0.0,Yemen
2644,922,Hillary Torches the Bern in NY Blowout,0.0,1.0,0.0,NY
2647,3672,Motive elusive in deadly San Bernardino rampage as FBI takes over probe,0.0,1.0,0.0,San Bernardino
2654,4004,"Iranian troops prepare to aid Russia with Syrian ground assault, officials say",0.257,0.743,0.0,Russia
2655,2168,US lifts Vietnam arms embargo in move to counter China,0.0,1.0,0.0,US; Vietnam; China
2664,2743,Angry right’s secret playbook: How it uses a good story to peddle an agenda America hates,0.281,0.588,0.131,America
2665,120,"After S.C. police shooting, a radically different response (+video)",0.0,1.0,0.0,SC
2678,920,New York election results: 5 takeaways,0.0,1.0,0.0,New York
2687,2274,Texas Bill To Add Barriers To Gay Marriage Dies In House,0.0,1.0,0.0,Texas
2688,3724,"Suspect in 4 gruesome D.C. killings might not have acted alone, police say",0.363,0.542,0.094,DC
2690,3604,Satellite Images Show 'Catastrophic' Destruction Of Boko Haram Attack In Nigeria,0.556,0.444,0.0,Nigeria
2691,3747,May Day's meaning: How it unfolded in Seattle,0.0,1.0,0.0,Seattle
2694,4510,"ISIS claims credit for terror attacks at Brussels airport, Metro station",0.373,0.473,0.154,Brussels
2695,3654,Orlando Attack Just Added More Fuel to Divisive Politics,0.279,0.721,0.0,Orlando
2707,1191,"Sanders, Republican governors eye comeback in New Hampshire primary",0.0,1.0,0.0,New Hampshire
2709,1639,"Trump in Vegas, Phoenix: Illegals 'Wreaking Havoc on Our Population'",0.302,0.698,0.0,Vegas; Phoenix
2717,4017,Russia launches naval bombardment of targets in Syria,0.0,1.0,0.0,Russia; Syria
2725,4238,"Super Tuesday prizes: Candidates in fierce fight for Texas, other delegate goldmines",0.141,0.486,0.373,Texas
2726,2886,How Obama Abandoned Democracy in Iraq,0.375,0.625,0.0,Iraq
2735,4969,Donald Trump and the $12.7 million Ukraine connection,0.0,1.0,0.0,Ukraine
2736,2630,Obama Will Not Meet with Netanyahu During Trip to Washington,0.0,1.0,0.0,Washington
2741,4008,Trudeau Elected Canada's Prime Minister As Liberals Assume Power,0.0,1.0,0.0,Canada
2742,4897,What makes America 'exceptional'? Clinton and Trump trade places (+video),0.0,1.0,0.0,America
2745,2379,Alaska scrambles to prevent Obamacare collapse,0.386,0.482,0.133,Alaska
2757,2827,How global terror network will get a boost from Iran nuclear deal,0.211,0.621,0.168,Iran
2758,3511,6 detained in raids in Belgium,0.351,0.649,0.0,Belgium
2762,3122,Ky. clerk says won’t personally authorize gay marriage licenses -- or interfere,0.0,1.0,0.0,Ky
2768,3732,"Nine dead, 18 wounded after Texas biker gang shootout (+video)",0.323,0.677,0.0,Texas
2770,4801,'Specific info' forces WikiLeaks to move anticipated announcement to Berlin,0.0,1.0,0.0,Berlin
2771,3531,Iowa Christians struggle to square faith with fear over refugees,0.359,0.458,0.183,Iowa
2772,630,A Combative Donald Trump Shows Up at Tampa and Pittsburgh Rallies,0.0,1.0,0.0,Tampa; Pittsburgh
2776,1830,Rick Santorum hopes 99-county Iowa tour leads to success,0.0,0.519,0.481,Iowa
2779,3952,14 dead as Islamic rebels attack in Philippines,0.648,0.352,0.0,Philippines
2791,2246,Alabama's Top Judge Faces Ethics Charges Over Gay-Marriage Order,0.193,0.642,0.165,Alabama
2794,430,Maryland has passed one of the nation’s strongest equal pay laws,0.105,0.677,0.218,Maryland
2801,3719,Does blood on shoe link suspect to Washington slayings?,0.216,0.784,0.0,Washington
2802,4828,Trump: 'President Barack Obama was born in the United States',0.0,0.763,0.237,the United States
2804,1316,US election 2016: New Hampshire polls close in key primary,0.0,1.0,0.0,US; New Hampshire
2805,5077,Haywire over Hacking: Media refuse to believe Trump's Russia comments were sarcastic,0.296,0.704,0.0,Russia
2806,5076,Sources: US officials warned DNC of hack months before the party acted,0.142,0.676,0.182,US
2812,1314,How Trump and Sanders Broadened Their Bases in New Hampshire,0.0,1.0,0.0,New Hampshire
2814,3283,Lynch vote deal reached on human trafficking bill,0.0,0.833,0.167,Lynch
2815,3620,White House: 'Higher profile' person should have gone to Paris,0.0,1.0,0.0,Paris
2817,4607,"Nevada politics expert: ""Trump is dead"" in the state",0.35,0.65,0.0,Nevada
2822,1395,Cruz 'thrilled' despite drop in Iowa Poll,0.0,0.515,0.485,Iowa
2823,4564,Russia Begins Airstrikes In Syria After Assad's Request,0.0,1.0,0.0,Russia; Syria
2828,1401,"HUFFPOLLSTER: Trump And Clinton Lead, But Iowa Polling Remains Volatile With A Week To Go",0.0,1.0,0.0,Iowa
2829,3674,GOP contenders nearly silent on Colorado Springs shooting,0.0,1.0,0.0,Colorado Springs
2830,2,Study: women had to drive 4 times farther after Texas laws closed abortion clinics,0.0,1.0,0.0,Texas
2831,4064,Rescue Brings A Bit Of Good News To Nepal's Capital After Earthquake,0.0,0.617,0.383,Nepal
2837,2933,Egypt says it hit ISIS targets in Libya after killings,0.333,0.667,0.0,Egypt; Libya
2838,3973,Possible suicide vest found in Paris suburb,0.429,0.571,0.0,Paris
2840,4035,"India is building millions of toilets, but that’s the easy part",0.0,0.722,0.278,India
2841,5110,Donald Trump doesn’t want to make America great. He wants to make it afraid.,0.0,0.69,0.31,America
2843,1144,The power of Trump’s call to free America from political correctness (+video),0.0,0.769,0.231,America
2852,2944,ISIS launches attack on Kirkuk,0.437,0.563,0.0,Kirkuk
2858,2212,Obama reportedly snubs NATO chief as Russia makes new threats against allies,0.371,0.629,0.0,Russia
2859,2299,Alabama begins issuing marriage licenses to gay couples,0.0,1.0,0.0,Alabama
2867,631,"Trump, and what he might say next, is burning up GOPs political capital in Washington",0.0,1.0,0.0,Washington
2872,5181,2016 campaign takes strange twists after Orlando,0.231,0.769,0.0,Orlando
2874,2936,"How Yemen Fits Iran Plans for Mideast Rule, Beyond",0.0,1.0,0.0,Yemen; Iran
2878,428,"US economy adds paltry 38,000 jobs in May for weakest growth since 2010",0.195,0.651,0.154,US
2880,1372,Clinton ekes out win in Iowa against Sanders,0.0,0.648,0.352,Iowa
2885,4209,After a terrible week Trump sticks with style over substance in Wisconsin,0.22,0.78,0.0,Wisconsin
2890,3047,These political scientists may have just discovered why U.S. politics are a disaster,0.255,0.745,0.0,US
2892,4028,Russia and Iran both propping up Assad. A balancing act?,0.0,1.0,0.0,Russia; Iran
2904,1346,"Trump launches 1st TV ad, as 2016 candidates barnstorm Iowa, NH",0.0,0.718,0.282,Iowa; NH
2905,1362,"For the Record: Iowa, why can't we quit you?",0.0,1.0,0.0,Iowa
2906,461,"US economy added 223,000 jobs in April",0.0,1.0,0.0,US
2908,132,"Blood money, killer cops: How privatization is funding the racist logic of America’s police",0.409,0.591,0.0,America
2911,1863,Hillary's Iowa reset: Is it enough?,0.0,1.0,0.0,Iowa
2916,4557,Russia joins France striking ISIS stronghold in Syria,0.0,0.824,0.176,Russia; France; Syria
2922,76,America's racial generation gap takes an ugly political turn,0.292,0.708,0.0,America
2925,5204,The Daily 202: How Democrats are dominating early voting in Nevada,0.18,0.82,0.0,Nevada
2927,4127,Texas troopers to ask drivers their race following investigation,0.0,1.0,0.0,Texas
2931,4442,Jordan Strikes At ISIS; Obama Said To Be Preparing To Request War Powers,0.368,0.632,0.0,Jordan
2933,1253,Inside Bernie Sanders’s quest to win over Nevada’s Latinos,0.0,0.678,0.322,Nevada
2940,3191,Poll: Las Vegas debate doesn't scramble GOP field,0.0,1.0,0.0,Las Vegas
2942,2875,"In rush to reclaim Yemen, exiled leaders risk fracturing it",0.189,0.811,0.0,Yemen
2946,3379,Reported two-month gap in Clinton emails coincides with escalating Libya violence,0.291,0.709,0.0,Libya
2953,3649,"Guns, terror, and LGBT rights: Orlando shooting raises stakes for next president",0.236,0.764,0.0,Orlando
2961,1814,Insiders: Clinton still on track to win Iowa and N.H.,0.0,0.703,0.297,Iowa
2968,744,"Donald Trump, Paul Ryan and GOP 'unity.' It's all about the numbers, America",0.0,1.0,0.0,America
2977,4507,"Washington, DC, workers to get 16 weeks paid leave under city hall plan that taxes businesses",0.074,0.926,0.0,Washington; DC
2980,1387,Insiders: Trump and Clinton will carry Iowa,0.0,1.0,0.0,Iowa
2984,2495,ICE spends millions flying illegal immigrant children across US,0.31,0.69,0.0,US
2985,968,"Sanders sweeps in Alaska, Hawaii, Washington, but too little too late?",0.0,1.0,0.0,Alaska; Hawaii; Washington
2987,78,"Flint, Michigan: Neglected because city is black, poor?",0.52,0.48,0.0,Flint; Michigan
2988,2494,"Sanders, Clinton talk immigration, battle for Hispanic vote before big California primary",0.191,0.809,0.0,California
2995,2416,"Hawaii’s $205M ObamaCare system on life support, critics fear ‘complete waste’",0.335,0.497,0.168,Hawaii
3001,2808,"On Capitol Hill, deep skepticism persists as lawmakers react to Iran deal",0.154,0.846,0.0,Iran
3006,2201,Iran nuclear deal: why White House rules foreign policy,0.0,1.0,0.0,Iran
3016,1336,"As Rubio stumbles, race for second place tightens in New Hampshire (+video)",0.0,1.0,0.0,New Hampshire
3029,1267,Huckabee Appearing at Trump Event in Iowa,0.0,1.0,0.0,Iowa
3040,125,"In West Baltimore, some residents see rioting as a rational response to daily despair",0.15,0.85,0.0,West Baltimore
3041,2641,DOJ will not prosecute former Ferguson police officer Darren Wilson,0.0,0.799,0.201,Ferguson
3042,4614,"Pain, anger and fear: US voters deprived of a serious presidential election",0.676,0.324,0.0,US
3046,2608,Netanyahu warns that nuclear deal ‘paves Iran’s path’ to a bomb,0.338,0.662,0.0,Iran
3048,2191,"One year after Obama embraced Cuba, what has changed?",0.0,1.0,0.0,Cuba
3049,4525,"Orlando probe intensifies as feds eye gunman's wife, possible ties to international terror",0.221,0.779,0.0,Orlando
3051,1307,5 takeaways from New Hampshire,0.0,1.0,0.0,New Hampshire
3054,2225,Why Netanyahu victory isn't likely to make US-Israel relations worse (+video),0.237,0.763,0.0,US
3056,745,"Democratic Party Leaders, Bernie Sanders Spar Over Nevada Convention Chaos",0.257,0.556,0.188,Nevada
3059,4310,“Your little brother is not the ultimate authority”: How Jeb Bush cheated America & helped deliver the presidency to W,0.148,0.852,0.0,America
3060,2613,Netanyahu poised for third straight term as Israel PM after chief rival concedes,0.0,0.738,0.262,Israel
3067,4036,A surprisingly fascinating theory for why Canada is so boring,0.191,0.446,0.363,Canada
3074,3838,Ohio delegation blasts Mount McKinley name change,0.0,1.0,0.0,Ohio
3075,3587,Jordan signals escalation vs. Islamic State,0.0,1.0,0.0,Jordan
3079,4555,"At least 20 hostages dead in siege of hotel in Mali, official says",0.264,0.736,0.0,Mali
3084,3787,Jury selection begins in Colorado theater shooting trial,0.0,1.0,0.0,Colorado
3089,4649,Florida Once Again a Focus in 2016 Campaign,0.0,1.0,0.0,Florida
3097,4927,Why Not Vote Third Party? We Asked California Voters.,0.22,0.78,0.0,California
3100,2830,Ayatollah's decree complicates Iran nuclear talks,0.0,1.0,0.0,Iran
3101,2819,Boehner vows fight to scuttle Iran nuclear deal,0.271,0.729,0.0,Iran
3104,3520,"New ISIS video shows Paris attackers committing prior atrocities, threatening UK",0.433,0.488,0.079,Paris; UK
3112,3976,"Dozens dead, including one American, as hostage situation in Mali hotel ends",0.281,0.719,0.0,Mali
3113,4530,Suspect who worked for wealthy DC family arrested for their deaths,0.335,0.506,0.158,DC
3116,453,"U.S. Economy Added A Robust 292,000 Jobs In December",0.0,0.769,0.231,US
3123,3007,Iran disputes report of missile test,0.296,0.704,0.0,Iran
3127,142,America’s white fragility complex: Why white people get so defensive about their privilege,0.0,0.734,0.266,America
3131,483,U.S. added 257K jobs in January; unemployment ticks up to 5.7 percent,0.209,0.791,0.0,US
3142,1257,"Republicans barnstorm Iowa after debate, as underdogs show new life",0.0,1.0,0.0,Iowa
3143,2279,Court Could Force Same-Sex Marriage on Every State - US - CBN News - Christian News 24-7 - CBN.com,0.0,1.0,0.0,US
3145,3839,White House brings lawmakers into Situation Room on Iran,0.0,1.0,0.0,Iran
3146,4227,A close Wisconsin primary could spell future trouble for Clinton,0.231,0.769,0.0,Wisconsin
3153,2776,Treasury will begin issuing Iran sanctions waivers under Obama order,0.0,0.833,0.167,Iran
3154,340,2016 Race Collides With Baltimore Unrest,0.296,0.704,0.0,Baltimore
3155,359,"DoD teams surveying US military sites for potential Gitmo transfers, lawmakers vow fight",0.178,0.822,0.0,US
3160,4515,"ISIS claims responsibility for Garland, Texas, shooting",0.0,1.0,0.0,Garland; Texas
3162,3717,Police Arrest Suspect In Charleston Church Shooting,0.479,0.521,0.0,Charleston
3164,1303,Why Ted Cruz Has the Most to Lose in New Hampshire,0.229,0.771,0.0,New Hampshire
3166,2316,Alabama Lawmaker: Same-Sex Couples Don’t Deserve Same Financial Benefits As Other Families,0.0,0.809,0.191,Alabama
3169,4021,"In Ethiopia, Obama seeks progress on peace, security in East Africa",0.0,0.479,0.521,Ethiopia
