,Text,Negative,Neutral,Positive,Subjectivity,Polarity
3358,"see they not how allah originates creation, then repeats it: truly that is easy for allah.",0.0,0.622,0.378,0.8333333333333334,0.43333333333333335
3359,"say: ""travel through the earth and see how allah did originate creation; so will allah produce a later creation: for allah has power over all things.",0.0,0.851,0.149,0.0,0.0
3360,"""he punishes whom he pleases, and he grants mercy to whom he pleases, and towards him are ye turned.",0.115,0.52,0.364,0.0,0.0
3361,"""not on earth nor in heaven will ye be able (fleeing) to frustrate (his plan), nor have ye, besides allah, any protector or helper.""",0.196,0.722,0.082,0.625,0.5
3362,"those who reject the signs of allah and the meeting with him (in the hereafter),- it is they who shall despair of my mercy: it is they who will (suffer) a most grievous penalty.",0.331,0.614,0.055,0.75,-0.15000000000000002
3363,"so naught was the answer of (abraham's) people except that they said: ""slay him or burn him."" but allah did save him from the fire. verily in this are signs for people who believe.",0.079,0.812,0.109,0.0,0.0
3364,"and he said: ""for you, ye have taken (for worship) idols besides allah, out of mutual love and regard between yourselves in this life; but on the day of judgment ye shall disown each other and curse each other: and your abode will be the fire, and ye shall have none to help.""",0.171,0.763,0.067,0.45,0.08333333333333333
3365,"but lut had faith in him: he said: ""i will leave home for the sake of my lord: for he is exalted in might, and wise.""",0.04,0.715,0.244,0.9,0.7
3366,"and we gave (abraham) isaac and jacob, and ordained among his progeny prophethood and revelation, and we granted him his reward in this life; and he was in the hereafter (of the company) of the righteous.",0.0,0.856,0.144,0.0,0.0
3367,"and (remember) lut: behold, he said to his people: ""ye do commit lewdness, such as no people in creation (ever) committed before you.",0.08,0.688,0.232,0.5,0.0
3368,"""do ye indeed approach men, and cut off the highway?- and practise wickedness (even) in your councils?"" but his people gave no answer but this: they said: ""bring us the wrath of allah if thou tellest the truth.""",0.155,0.778,0.067,0.0,0.0
3369,"he said: ""o my lord! help thou me against people who do mischief!""",0.149,0.655,0.196,0.0,0.0
3370,"when our messengers came to abraham with the good news, they said: ""we are indeed going to destroy the people of this township: for truly they are (addicted to) crime.""",0.18,0.67,0.149,0.4000000000000001,0.033333333333333305
3371,"he said: ""but there is lut there."" they said: ""well do we know who is there: we will certainly save him and his following,- except his wife: she is of those who lag behind!""",0.071,0.691,0.238,0.45714285714285713,-0.09523809523809523
3372,"and when our messengers came to lut, he was grieved on their account, and felt himself powerless (to protect) them: but they said: ""fear thou not, nor grieve: we are (here) to save thee and thy following, except thy wife: she is of those who lag behind.",0.231,0.668,0.102,0.5666666666666667,-0.3
3373,"""for we are going to bring down on the people of this township a punishment from heaven, because they have been wickedly rebellious.""",0.276,0.617,0.107,0.2888888888888889,-0.15555555555555559
3374,"and we have left thereof an evident sign, for any people who (care to) understand.",0.0,0.814,0.186,0.125,0.125
3375,"to the madyan (people) (we sent) their brother shu'aib. then he said: ""o my people! serve allah, and fear the last day: nor commit evil on the earth, with intent to do mischief.""",0.195,0.718,0.087,0.5333333333333333,-0.5
3376,"but they rejected him: then the mighty blast seized them, and they lay prostrate in their homes by the morning.",0.19,0.81,0.0,0.9,0.4
3377,"(remember also) the 'ad and the thamud (people): clearly will appear to you from (the traces) of their buildings (their fate): the evil one made their deeds alluring to them, and kept them back from the path, though they were gifted with intelligence and skill.",0.084,0.805,0.111,0.5958333333333333,-0.1
3378,"(remember also) qarun, pharaoh, and haman: there came to them moses with clear signs, but they behaved with insolence on the earth; yet they could not overreach (us).",0.0,0.938,0.062,0.3833333333333333,0.10000000000000002
3379,"each one of them we seized for his crime: of them, against some we sent a violent tornado (with showers of stones); some were caught by a (mighty) blast; some we caused the earth to swallow up; and some we drowned (in the waters): it was not allah who injured (or oppressed) them:"" they injured (and oppressed) their own souls.",0.268,0.702,0.03,0.75,0.024999999999999994
3380,"the parable of those who take protectors other than allah is that of the spider, who builds (to itself) a house; but truly the flimsiest of houses is the spider's house;- if they but knew.",0.0,0.898,0.102,0.375,-0.125
3381,"verily allah doth know of (every thing) whatever that they call upon besides him: and he is exalted (in power), wise.",0.0,0.866,0.134,0.9,0.7
3382,"and such are the parables we set forth for mankind, but only those understand them who have knowledge.",0.0,1.0,0.0,0.75,0.0
3383,allah created the heavens and the earth in true (proportions): verily in that is a sign for those who believe.,0.0,0.694,0.306,0.65,0.35
3384,"recite what is sent of the book by inspiration to thee, and establish regular prayer: for prayer restrains from shameful and unjust deeds; and remembrance of allah is the greatest (thing in life) without doubt. and allah knows the (deeds) that ye do.",0.12,0.701,0.179,0.5384615384615384,0.5
3385,"and dispute ye not with the people of the book, except with means better (than mere disputation), unless it be with those of them who inflict wrong (and injury): but say, ""we believe in the revelation which has come down to us and in that which came down to you; our allah and your allah is one; and it is to him we bow (in islam).""",0.083,0.889,0.028,0.49555555555555547,-0.1622222222222222
3386,"and thus (it is) that we have sent down the book to thee. so the people of the book believe therein, as also do some of these (pagan arabs): and none but unbelievers reject our signs.",0.0,0.924,0.076,0.2888888888888889,-0.15555555555555559
3387,"and thou wast not (able) to recite a book before this (book came), nor art thou (able) to transcribe it with thy right hand: in that case, indeed, would the talkers of vanities have doubted.",0.055,0.862,0.084,0.5952380952380952,0.17857142857142858
3388,"nay, here are signs self-evident in the hearts of those endowed with knowledge: and none but the unjust reject our signs.",0.128,0.649,0.224,0.0,0.0
3389,"ye they say: ""why are not signs sent down to him from his lord?"" say: ""the signs are indeed with allah: and i am indeed a clear warner.""",0.0,0.912,0.088,0.33611111111111114,-0.027777777777777783
3390,"and is it not enough for them that we have sent down to thee the book which is rehearsed to them? verily, in it is mercy and a reminder to those who believe.",0.0,0.928,0.072,0.3944444444444445,-0.07777777777777779
3391,"say: ""enough is allah for a witness between me and you: he knows what is in the heavens and on earth. and it is those who believe in vanities and reject allah, that will perish (in the end).",0.065,0.87,0.065,0.5,0.0
3392,"they ask thee to hasten on the punishment (for them): had it not been for a term (of respite) appointed, the punishment would certainly have come to them: and it will certainly reach them,- of a sudden, while they perceive not!",0.138,0.741,0.121,0.5476190476190476,0.14285714285714285
3393,"they ask thee to hasten on the punishment: but, of a surety, hell will encompass the rejecters of faith!-",0.382,0.428,0.19,0.0,0.0
3394,"on the day that the punishment shall cover them from above them and from below them, and (a voice) shall say: ""taste ye (the fruits) of your deeds!""",0.115,0.885,0.0,0.1,0.0
3395,"o my servants who believe! truly, spacious is my earth: therefore serve ye me - (and me alone)!",0.093,0.745,0.162,0.0,0.0
3396,every soul shall have a taste of death in the end to us shall ye be brought back.,0.187,0.813,0.0,0.0,0.0
3397,"but those who believe and work deeds of righteousness - to them shall we give a home in heaven,- lofty mansions beneath which flow rivers,- to dwell therein for aye;- an excellent reward for those who do (good)!-",0.0,0.617,0.383,0.8,0.9375
3398,"those who persevere in patience, and put their trust, in their lord and cherisher.",0.0,0.649,0.351,0.0,0.0
3399,how many are the creatures that carry not their own sustenance? it is allah who feeds (both) them and you: for he hears and knows (all things).,0.0,1.0,0.0,0.75,0.55
3400,"if indeed thou ask them who has created the heavens and the earth and subjected the sun and the moon (to his law), they will certainly reply, ""allah"". how are they then deluded away (from the truth)?",0.0,0.778,0.222,0.5714285714285714,0.21428571428571427
3401,"allah enlarges the sustenance (which he gives) to whichever of his servants he pleases; and he (similarly) grants by (strict) measure, (as he pleases): for allah has full knowledge of all things.",0.0,0.799,0.201,0.47500000000000003,0.175
3402,"and if indeed thou ask them who it is that sends down rain from the sky, and gives life therewith to the earth after its death, they will certainly reply, ""allah!"" say, ""praise be to allah!"" but most of them understand not.",0.053,0.847,0.1,0.4534391534391535,0.22642195767195764
3403,"what is the life of this world but amusement and play? but verily the home in the hereafter,- that is life indeed, if they but knew.",0.0,0.791,0.209,0.0,0.0
3404,"now, if they embark on a boat, they call on allah, making their devotion sincerely (and exclusively) to him; but when he has delivered them safely to (dry) land, behold, they give a share (of their worship to others)!-",0.0,0.705,0.295,0.55,0.20833333333333334
3405,"disdaining ungratefully our gifts, and giving themselves up to (worldly) enjoyment! but soon will they know.",0.099,0.677,0.224,0.0,0.0
3406,"do they not then see that we have made a sanctuary secure, and that men are being snatched away from all around them? then, do they believe in that which is vain, and reject the grace of allah?",0.13,0.755,0.115,0.6,0.4
3407,and who does more wrong than he who invents a lie against allah or rejects the truth when it reaches him? is there not a home in hell for those who reject faith?,0.306,0.559,0.135,0.7,0.0
3408,"and those who strive in our (cause),- we will certainly guide them to our paths: for verily allah is with those who do right.",0.0,0.906,0.094,0.5535714285714286,0.25
3409,a. l. m.,0.0,1.0,0.0,0.0,0.0
3410,the roman empire has been defeated-,0.383,0.617,0.0,0.0,0.0
3411,"in a land close by; but they, (even) after (this) defeat of theirs, will soon be victorious-",0.229,0.771,0.0,0.0,0.0
3412,"within a few years. with allah is the decision, in the past and in the future: on that day shall the believers rejoice-",0.0,0.884,0.116,0.15833333333333333,-0.15
3413,"with the help of allah. he helps whom he will, and he is exalted in might, most merciful.",0.0,0.751,0.249,0.5,0.5
3414,(it is) the promise of allah. never does allah depart from his promise: but most men understand not.,0.0,0.829,0.171,0.5,0.5
3415,they know but the outer (things) in the life of this world: but of the end of things they are heedless.,0.0,1.0,0.0,0.0,0.0
3416,"do they not reflect in their own minds? not but for just ends and for a term appointed, did allah create the heavens and the earth, and all between them: yet are there truly many among men who deny the meeting with their lord (at the resurrection)!",0.055,0.762,0.183,0.75,0.6125
3417,"do they not travel through the earth, and see what was the end of those before them? they were superior to them in strength: they tilled the soil and populated it in greater numbers than these have done: there came to them their messengers with clear (signs). (which they rejected, to their own destruction): it was not allah who wronged them, but they wronged their own souls.",0.109,0.767,0.125,0.7566666666666666,0.5
3418,"in the long run evil in the extreme will be the end of those who do evil; for that they rejected the signs of allah, and held them up to ridicule.",0.359,0.641,0.0,0.85,-0.54375
3419,it is allah who begins (the process of) creation; then repeats it; then shall ye be brought back to him.,0.0,0.9,0.1,0.0,0.0
3420,"on the day that the hour will be established, the guilty will be struck dumb with despair.",0.444,0.556,0.0,0.75,-0.4375
3421,"no intercessor will they have among their ""partners"" and they will (themselves) reject their ""partners"".",0.274,0.726,0.0,0.0,0.0
3422,"on the day that the hour will be established,- that day shall (all men) be sorted out.",0.0,1.0,0.0,0.0,0.0
3423,"then those who have believed and worked righteous deeds, shall be made happy in a mead of delight.",0.0,0.678,0.322,1.0,0.8
3424,"and those who have rejected faith and falsely denied our signs and the meeting of the hereafter,- such shall be brought forth to punishment.",0.292,0.621,0.087,0.55,-0.20000000000000004
3425,"so (give) glory to allah, when ye reach eventide and when ye rise in the morning;",0.0,0.742,0.258,0.0,0.0
3426,"yea, to him be praise, in the heavens and on earth; and in the late afternoon and when the day begins to decline.",0.0,0.769,0.231,0.6,-0.3
3427,"it is he who brings out the living from the dead, and brings out the dead from the living, and who gives life to the earth after it is dead: and thus shall ye be brought out (from the dead).",0.323,0.677,0.0,0.4,-0.2
3428,"among his signs in this, that he created you from dust; and then,- behold, ye are men scattered (far and wide)!",0.0,0.897,0.103,0.7,-0.012499999999999997
3429,"and among his signs is this, that he created for you mates from among yourselves, that ye may dwell in tranquillity with them, and he has put love and mercy between your (hearts): verily in that are signs for those who reflect.",0.0,0.675,0.325,0.6,0.5
3430,"and among his signs is the creation of the heavens and the earth, and the variations in your languages and your colours: verily in that are signs for those who know.",0.0,0.858,0.142,0.0,0.0
3431,"and among his signs is the sleep that ye take by night and by day, and the quest that ye (make for livelihood) out of his bounty: verily in that are signs for those who hearken.",0.0,0.951,0.049,0.0,0.0
3432,"and among his signs, he shows you the lightning, by way both of fear and of hope, and he sends down rain from the sky and with it gives life to the earth after it is dead: verily in that are signs for those who are wise.",0.133,0.761,0.106,0.5296296296296297,0.11481481481481477
3433,"and among his signs is this, that heaven and earth stand by his command: then when he calls you, by a single call, from the earth, behold, ye (straightway) come forth.",0.0,0.901,0.099,0.21428571428571427,-0.07142857142857142
3434,to him belongs every being that is in the heavens and on earth: all are devoutly obedient to him.,0.0,0.87,0.13,0.9,0.4
3435,"it is he who begins (the process of) creation; then repeats it; and for him it is most easy. to him belongs the loftiest similitude (we can think of) in the heavens and the earth: for he is exalted in might, full of wisdom.",0.0,0.778,0.222,0.6277777777777779,0.42777777777777776
3436,"he does propound to you a similitude from your own (experience): do ye have partners among those whom your right hands possess, to share as equals in the wealth we have bestowed on you? do ye fear them as ye fear each other? thus do we explain the signs in detail to a people that understand.",0.105,0.81,0.084,0.6369047619047619,0.25357142857142856
3437,"nay, the wrong-doers (merely) follow their own lusts, being devoid of knowledge. but who will guide those whom allah leaves astray? to them there will be no helpers.",0.076,0.924,0.0,0.5666666666666667,-9.25185853854297e-18
3438,so set thou thy face steadily and truly to the faith: (establish) allah's handiwork according to the pattern on which he has made mankind: no change (let there be) in the work (wrought) by allah: that is the standard religion: but most among mankind understand not.,0.033,0.888,0.079,0.5,-0.020833333333333343
3439,"turn ye back in repentance to him, and fear him: establish regular prayers, and be not ye among those who join gods with allah,-",0.117,0.803,0.08,0.038461538461538464,0.0
3440,"those who split up their religion, and become (mere) sects,- each party rejoicing in that which is with itself!",0.0,0.715,0.285,0.5,-0.625
3441,"when trouble touches men, they cry to their lord, turning back to him in repentance: but when he gives them a taste of mercy as from himself, behold, some of them pay part-worship to other god's besides their lord,-",0.126,0.8,0.074,0.19166666666666665,-0.10833333333333334
3442,(as if) to show their ingratitude for the (favours) we have bestowed on them! then enjoy (your brief day); but soon will ye know (your folly).,0.0,0.848,0.152,0.41666666666666663,0.2
3443,"or have we sent down authority to them, which points out to them the things to which they pay part-worship?",0.068,0.87,0.063,0.2888888888888889,-0.15555555555555559
3444,"when we give men a taste of mercy, they exult thereat: and when some evil afflicts them because of what their (own) hands have sent forth, behold, they are in despair!",0.186,0.747,0.067,1.0,-0.125
3445,"see they not that allah enlarges the provision and restricts it, to whomsoever he pleases? verily in that are signs for those who believe.",0.085,0.815,0.1,0.0,0.0
3446,"so give what is due to kindred, the needy, and the wayfarer. that is best for those who seek the countenance, of allah, and it is they who will prosper.",0.069,0.809,0.121,0.3375,0.4375
3447,"that which ye lay out for increase through the property of (other) people, will have no increase with allah: but that which ye lay out for charity, seeking the countenance of allah, (will increase): it is these who will get a recompense multiplied.",0.03,0.799,0.17,0.375,-0.125
3448,"it is allah who has created you: further, he has provided for your sustenance; then he will cause you to die; and again he will give you life. are there any of your (false) ""partners"" who can do any single one of these things? glory to him! and high is he above the partners they attribute (to him)!",0.06,0.846,0.094,0.39085714285714285,-0.06585714285714286
3449,"mischief has appeared on land and sea because of (the meed) that the hands of men have earned, that (allah) may give them a taste of some of their deeds: in order that they may turn back (from evil).",0.157,0.843,0.0,0.5,-0.5
3450,"say: ""travel through the earth and see what was the end of those before (you): most of them worshipped others besides allah.""",0.0,0.841,0.159,0.5,0.5
3451,but set thou thy face to the right religion before there come from allah the day which there is no chance of averting: on that day shall men be divided (in two).,0.064,0.936,0.0,0.5357142857142857,0.2857142857142857
3452,those who reject faith will suffer from that rejection: and those who work righteousness will spread their couch (of repose) for themselves (in heaven):,0.279,0.546,0.175,0.0,0.0
3453,"that he may reward those who believe and work righteous deeds, out of his bounty. for he loves not those who reject faith.",0.0,0.604,0.396,0.0,0.0
3454,"among his signs is this, that he sends the winds, as heralds of glad tidings, giving you a taste of his (grace and) mercy,- that the ships may sail (majestically) by his command and that ye may seek of his bounty: in order that ye may be grateful.",0.0,0.758,0.242,1.0,0.5
3455,"we did indeed send, before thee, messengers to their (respective) peoples, and they came to them with clear signs: then, to those who transgressed, we meted out retribution: and it was due from us to aid those who believed.",0.0,0.873,0.127,0.2861111111111111,-0.008333333333333326
3456,"it is allah who sends the winds, and they raise the clouds: then does he spread them in the sky as he wills, and break them into fragments, until thou seest rain-drops issue from the midst thereof: then when he has made them reach such of his servants as he wills behold, they do rejoice!-",0.0,0.925,0.075,0.5,0.0
3457,"even though, before they received (the rain) - just before this - they were dumb with despair!",0.282,0.718,0.0,0.5,-0.46875
3458,then contemplate (o man!) the memorials of allah's mercy!- how he gives life to the earth after its death: verily the same will give life to the men who are dead: for he has power over all things.,0.19,0.756,0.054,0.2625,-0.1
3459,"and if we (but) send a wind from which they see (their tilth) turn yellow,- behold, they become, thereafter, ungrateful (unbelievers)!",0.177,0.823,0.0,0.0,0.0
3460,"so verily thou canst not make the dead to hear, nor canst thou make the deaf to hear the call, when they show their backs and turn away.",0.039,0.849,0.112,0.4,-0.2
3461,"nor canst thou lead back the blind from their straying: only those wilt thou make to hear, who believe in our signs and submit (their wills in islam).",0.091,0.909,0.0,0.5555555555555555,-0.16666666666666666
3462,"it is allah who created you in a state of (helpless) weakness, then gave (you) strength after weakness, then, after strength, gave (you weakness and a hoary head: he creates as he wills, and it is he who has all knowledge and power.",0.2,0.615,0.185,0.0,0.0
3463,"on the day that the hour (of reckoning) will be established, the transgressors will swear that they tarried not but an hour: thus were they used to being deluded!",0.047,0.953,0.0,0.0,0.0
3464,"but those endued with knowledge and faith will say: ""indeed ye did tarry, within allah's decree, to the day of resurrection, and this is the day of resurrection: but ye - ye were not aware!""",0.0,0.895,0.105,0.25,-0.15625
3465,"so on that day no excuse of theirs will avail the transgressors, nor will they be invited (then) to seek grace (by repentance).",0.049,0.839,0.112,0.05,0.025
3466,"verily we have propounded for men, in this qur'an every kind of parable: but if thou bring to them any sign, the unbelievers are sure to say, ""ye do nothing but talk vanities.""",0.0,0.916,0.084,0.8944444444444444,0.55
3467,thus does allah seal up the hearts of those who understand not.,0.0,0.719,0.281,0.0,0.0
3468,"so patiently persevere: for verily the promise of allah is true: nor let those shake thy firmness, who have (themselves) no certainty of faith.",0.058,0.63,0.312,0.65,0.35
3469,a. l. m.,0.0,1.0,0.0,0.0,0.0
3470,"these are verses of the wise book,-",0.0,0.659,0.341,0.9,0.7
3471,"a guide and a mercy to the doers of good,-",0.0,0.597,0.403,0.6000000000000001,0.7
3472,"those who establish regular prayer, and give regular charity, and have (in their hearts) the assurance of the hereafter.",0.0,0.627,0.373,0.07692307692307693,0.0
3473,these are on (true) guidance from their lord: and these are the ones who will prosper.,0.0,0.843,0.157,0.65,0.35
3474,"but there are, among men, those who purchase idle tales, without knowledge (or meaning), to mislead (men) from the path of allah and throw ridicule (on the path): for such there will be a humiliating penalty.",0.247,0.753,0.0,0.5,0.0
3475,"when our signs are rehearsed to such a one, he turns away in arrogance, as if he heard them not, as if there were deafness in both his ears: announce to him a grievous penalty.",0.227,0.773,0.0,0.75,-0.4
3476,"for those who believe and work righteous deeds, there will be gardens of bliss,-",0.0,0.778,0.222,0.0,0.0
3477,"to dwell therein. the promise of allah is true: and he is exalted in power, wise.",0.0,0.553,0.447,0.775,0.5249999999999999
3478,"he created the heavens without any pillars that ye can see; he set on the earth mountains standing firm, lest it should shake with you; and he scattered through it beasts of all kinds. we send down rain from the sky, and produce on the earth every kind of noble creature, in pairs.",0.029,0.843,0.127,0.6222222222222222,0.21111111111111108
3479,"such is the creation of allah: now show me what is there that others besides him have created: nay, but the transgressors are in manifest error.",0.12,0.777,0.103,0.5,0.0
3480,"we bestowed (in the past) wisdom on luqman: ""show (thy) gratitude to allah."" any who is (so) grateful does so to the profit of his own soul: but if any is ungrateful, verily allah is free of all wants, worthy of all praise.",0.066,0.577,0.357,0.63,0.25666666666666665
3481,"behold, luqman said to his son by way of instruction: ""o my son! join not in worship (others) with allah: for false worship is indeed the highest wrong-doing.""",0.06,0.792,0.149,0.6,-0.4000000000000001
3482,"and we have enjoined on man (to be good) to his parents: in travail upon travail did his mother bear him, and in years twain was his weaning: (hear the command), ""show gratitude to me and to thy parents: to me is (thy final) goal.",0.0,0.874,0.126,0.8666666666666667,-0.01666666666666668
3483,"""but if they strive to make thee join in worship with me things of which thou hast no knowledge, obey them not; yet bear them company in this life with justice (and consideration), and follow the way of those who turn to me (in love): in the end the return of you all is to me, and i will tell you the truth (and meaning) of all that ye did.""",0.033,0.746,0.221,0.6,0.5
3484,"""o my son!"" (said luqman), ""if there be (but) the weight of a mustard-seed and it were (hidden) in a rock, or (anywhere) in the heavens or on earth, allah will bring it forth: for allah understands the finest mysteries, (and) is well-acquainted (with them).",0.0,0.92,0.08,0.3333333333333333,-0.16666666666666666
3485,"""o my son! establish regular prayer, enjoin what is just, and forbid what is wrong: and bear with patient constancy whatever betide thee; for this is firmness (of purpose) in (the conduct of) affairs.",0.151,0.849,0.0,0.4884615384615385,-0.25
3486,"""and swell not thy cheek (for pride) at men, nor walk in insolence through the earth; for allah loveth not any arrogant boaster.",0.0,0.807,0.193,0.0,0.0
3487,"""and be moderate in thy pace, and lower thy voice; for the harshest of sounds without doubt is the braying of the ass.""",0.313,0.619,0.069,0.7,0.0
3488,"do ye not see that allah has subjected to your (use) all things in the heavens and on earth, and has made his bounties flow to you in exceeding measure, (both) seen and unseen? yet there are among men those who dispute about allah, without knowledge and without guidance, and without a book to enlighten them!",0.044,0.855,0.101,0.0,0.0
3489,"when they are told to follow the (revelation) that allah has sent down, they say: ""nay, we shall follow the ways that we found our fathers (following). ""what! even if it is satan beckoning them to the penalty of the (blazing) fire?",0.125,0.875,0.0,0.19444444444444448,-0.07777777777777779
3490,"whoever submits his whole self to allah, and is a doer of good, has grasped indeed the most trustworthy hand-hold: and with allah rests the end and decision of (all) affairs.",0.0,0.81,0.19,0.5,0.4666666666666666
3491,"but if any reject faith, let not his rejection grieve thee: to us is their return, and we shall tell them the truth of their deeds: for allah knows well all that is in (men's) hearts.",0.065,0.534,0.401,0.0,0.0
3492,we grant them their pleasure for a little while: in the end shall we drive them to a chastisement unrelenting.,0.0,0.744,0.256,0.5,-0.1875
3493,"if thou ask them, who it is that created the heavens and the earth. they will certainly say, ""allah"". say: ""praise be to allah!"" but most of them understand not.",0.0,0.773,0.227,0.5357142857142857,0.3839285714285714
3494,"to allah belong all things in heaven and earth: verily allah is he (that is) free of all wants, worthy of all praise.",0.0,0.592,0.408,0.6333333333333333,0.3111111111111111
3495,"and if all the trees on earth were pens and the ocean (were ink), with seven oceans behind it to add to its (supply), yet would not the words of allah be exhausted (in the writing): for allah is exalted in power, full of wisdom.",0.051,0.879,0.07,0.65,-0.15000000000000002
3496,and your creation or your resurrection is in no wise but as an individual soul: for allah is he who hears and sees (all things).,0.067,0.874,0.059,0.65,-0.175
3497,"seest thou not that allah merges night into day and he merges day into night; that he has subjected the sun, and the moon (to his law), each running its course for a term appointed; and that allah is well-acquainted with all that ye do?",0.0,1.0,0.0,0.0,0.0
3498,"that is because allah is the (only) reality, and because whatever else they invoke besides him is falsehood; and because allah,- he is the most high, most great.",0.0,0.853,0.147,0.658,0.392
3499,seest thou not that the ships sail through the ocean by the grace of allah?- that he may show you of his signs? verily in this are signs for all who constantly persevere and give thanks.,0.0,0.849,0.151,0.26666666666666666,0.1
3500,"when a wave covers them like the canopy (of clouds), they call to allah, offering him sincere devotion. but when he has delivered them safely to land, there are among them those that halt between (right and wrong). but none reject our signs except only a perfidious ungrateful (wretch)!",0.129,0.664,0.207,0.687142857142857,0.1571428571428571
3501,"o mankind! do your duty to your lord, and fear (the coming of) a day when no father can avail aught for his son, nor a son avail aught for his father. verily, the promise of allah is true: let not then this present life deceive you, nor let the chief deceiver deceive you about allah.",0.168,0.755,0.077,0.325,0.175
3502,"verily the knowledge of the hour is with allah (alone). it is he who sends down rain, and he who knows what is in the wombs. nor does any one know what it is that he will earn on the morrow: nor does any one know in what land he is to die. verily with allah is full knowledge and he is acquainted (with all things).",0.084,0.916,0.0,0.4796296296296297,0.23148148148148148
3503,a. l. m.,0.0,1.0,0.0,0.0,0.0
3504,"(this is) the revelation of the book in which there is no doubt,- from the lord of the worlds.",0.0,0.895,0.105,0.0,0.0
3505,"or do they say, ""he has forged it""? nay, it is the truth from thy lord, that thou mayest admonish a people to whom no warner has come before thee: in order that they may receive guidance.",0.056,0.886,0.058,0.0,0.0
3506,"it is allah who has created the heavens and the earth, and all between them, in six days, and is firmly established on the throne (of authority): ye have none, besides him, to protect or intercede (for you): will ye not then receive admonition?",0.0,0.823,0.177,0.4,-0.2
3507,"he rules (all) affairs from the heavens to the earth: in the end will (all affairs) go up to him, on a day, the space whereof will be (as) a thousand years of your reckoning.",0.0,0.926,0.074,0.0,0.0
3508,"such is he, the knower of all things, hidden and open, the exalted (in power), the merciful;-",0.0,1.0,0.0,0.4444444444444444,-0.05555555555555555
3509,"he who has made everything which he has created most good: he began the creation of man with (nothing more than) clay,",0.0,0.723,0.277,0.5333333333333333,0.5666666666666667
3510,and made his progeny from a quintessence of the nature of a fluid despised:,0.172,0.828,0.0,0.1,0.0
3511,"but he fashioned him in due proportion, and breathed into him something of his spirit. and he gave you (the faculties of) hearing and sight and feeling (and understanding): little thanks do ye give!",0.0,0.805,0.195,0.35833333333333334,-0.020833333333333332
3512,"and they say: ""what! when we lie, hidden and lost, in the earth, shall we indeed be in a creation renewed? nay, they deny the meeting with their lord.",0.151,0.786,0.063,0.3333333333333333,-0.16666666666666666
3513,"say: ""the angel of death, put in charge of you, will (duly) take your souls: then shall ye be brought back to your lord.""",0.145,0.855,0.0,0.0,0.0
3514,"if only thou couldst see when the guilty ones will bend low their heads before their lord, (saying:) ""our lord! we have seen and we have heard: now then send us back (to the world): we will work righteousness: for we do indeed (now) believe.""",0.108,0.892,0.0,0.6599999999999999,0.025
3515,"if we had so willed, we could certainly have brought every soul its true guidance: but the word from me will come true, ""i will fill hell with jinns and men all together.""",0.15,0.679,0.171,0.6238095238095238,0.30476190476190473
3516,"""taste ye then - for ye forgot the meeting of this day of yours, and we too will forget you - taste ye the penalty of eternity for your (evil) deeds!""",0.255,0.745,0.0,1.0,-1.0
3517,"only those believe in our signs, who, when they are recited to them, fall down in prostration, and celebrate the praises of their lord, nor are they (ever) puffed up with pride.",0.0,0.753,0.247,0.6444444444444445,-0.07777777777777779
3518,"their limbs do forsake their beds of sleep, the while they call on their lord, in fear and hope: and they spend (in charity) out of the sustenance which we have bestowed on them.",0.08,0.777,0.143,0.0,0.0
3519,now no person knows what delights of the eye are kept hidden (in reserve) for them - as a reward for their (good) deeds.,0.069,0.629,0.302,0.4666666666666667,0.26666666666666666
3520,is then the man who believes no better than the man who is rebellious and wicked? not equal are they.,0.32,0.68,0.0,0.375,-0.125
3521,"for those who believe and do righteous deeds are gardens as hospitable homes, for their (good) deeds.",0.0,0.847,0.153,0.6000000000000001,0.7
3522,"as to those who are rebellious and wicked, their abode will be the fire: every time they wish to get away therefrom, they will be forced thereinto, and it will be said to them: ""taste ye the penalty of the fire, the which ye were wont to reject as false.""",0.259,0.663,0.078,0.4,-0.3500000000000001
3523,"and indeed we will make them taste of the penalty of this (life) prior to the supreme penalty, in order that they may (repent and) return.",0.184,0.706,0.11,0.0,0.0
3524,"and who does more wrong than one to whom are recited the signs of his lord, and who then turns away therefrom? verily from those who transgress we shall exact (due) retribution.",0.099,0.901,0.0,0.50625,0.03125
3525,we did indeed aforetime give the book to moses: be not then in doubt of its reaching (thee): and we made it a guide to the children of israel.,0.0,0.874,0.126,0.0,0.0
3526,"and we appointed, from among them, leaders, giving guidance under our command, so long as they persevered with patience and continued to have faith in our signs.",0.0,0.828,0.172,0.4,-0.05
3527,"verily thy lord will judge between them on the day of judgment, in the matters wherein they differ (among themselves)",0.0,0.945,0.055,0.0,0.0
3528,"does it not teach them a lesson, how many generations we destroyed before them, in whose dwellings they (now) go to and fro? verily in that are signs: do they not then listen?",0.1,0.9,0.0,0.5,0.5
3529,"and do they not see that we do drive rain to parched soil (bare of herbage), and produce therewith crops, providing food for their cattle and themselves? have they not the vision?",0.063,0.937,0.0,0.1,0.05
3530,"they say: ""when will this decision be, if ye are telling the truth?""",0.0,0.839,0.161,0.0,0.0
3531,"say: ""on the day of decision, no profit will it be to unbelievers if they (then) believe! nor will they be granted a respite.""",0.101,0.824,0.075,0.0,0.0
3532,"so turn away from them, and wait: they too are waiting.",0.0,1.0,0.0,0.0,0.0
